monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
1,1,1,0,1,0,0,20250610,20250627,46
1,1,1,0,1,0,0,20250610,20250704,1060
1,1,1,0,1,0,0,20250610,20250708,319
1,1,1,0,1,0,0,20250611,20250620,949
1,1,1,0,1,0,0,20250613,20250627,388
1,1,1,0,1,0,0,20250613,20250708,225
1,1,1,0,1,0,0,20250615,20250625,122
1,1,1,0,1,0,0,20250615,20250626,1012
1,1,1,0,1,0,0,20250615,20250627,1120
1,1,1,0,1,0,0,20250616,20250620,355
1,1,1,0,1,0,0,20250616,20250620,374
1,1,1,0,1,0,0,20250616,20250620,648
1,1,1,0,1,0,0,20250616,20250620,777
1,1,1,0,1,0,0,20250616,20250626,1085
1,1,1,0,1,0,0,20250616,20250626,530
1,1,1,0,1,0,0,20250616,20250627,1088
1,1,1,0,1,0,0,20250616,20250627,130
1,1,1,0,1,0,0,20250616,20250704,117
1,1,1,0,1,0,0,20250616,20250704,13
1,1,1,0,1,0,0,20250616,20250708,1096
1,1,1,0,1,0,0,20250621,20250627,765
1,1,1,0,1,0,0,20250628,20250707,74
1,1,1,0,1,0,1,20250608,20250613,133
1,1,1,0,1,0,1,20250608,20250622,84
1,1,1,0,1,0,1,20250615,20250620,370
1,1,1,0,1,0,1,20250615,20250620,452
1,1,1,0,1,0,1,20250615,20250620,647
1,1,1,0,1,0,1,20250615,20250626,815
1,1,1,0,1,0,1,20250615,20250627,1027
1,1,1,0,1,0,1,20250615,20250627,323
1,1,1,0,1,0,1,20250615,20250627,340
1,1,1,0,1,0,1,20250615,20250708,696
1,1,1,0,1,0,1,20250616,20250626,830
1,1,1,0,1,0,1,20250616,20250627,102
1,1,1,0,1,0,1,20250622,20250629,1144
1,1,1,0,1,0,1,20250629,20250704,914
1,1,1,0,1,1,0,20250609,20250628,806
1,1,1,0,1,1,0,20250612,20250625,375
1,1,1,0,1,1,0,20250613,20250620,799
1,1,1,0,1,1,0,20250616,20250626,1069
1,1,1,0,1,1,0,20250616,20250628,920
1,1,1,0,1,1,0,20250616,20250704,128
1,1,1,0,1,1,0,20250623,20250628,1148
1,1,1,0,1,1,0,20250628,20250705,88
1,1,1,0,1,1,0,20250702,20250708,142
1,1,1,0,1,1,1,20250608,20250614,1102
1,1,1,0,1,1,1,20250608,20250615,207
1,1,1,0,1,1,1,20250608,20250620,769
1,1,1,0,1,1,1,20250608,20250625,478
1,1,1,0,1,1,1,20250608,20250627,954
1,1,1,0,1,1,1,20250608,20250704,994
1,1,1,0,1,1,1,20250610,20250708,1127
1,1,1,0,1,1,1,20250613,20250618,933
1,1,1,0,1,1,1,20250613,20250629,51
1,1,1,0,1,1,1,20250614,20250620,589
1,1,1,0,1,1,1,20250614,20250627,327
1,1,1,0,1,1,1,20250615,20250622,131
1,1,1,0,1,1,1,20250615,20250625,990
1,1,1,0,1,1,1,20250615,20250626,141
1,1,1,0,1,1,1,20250615,20250629,267
1,1,1,0,1,1,1,20250615,20250704,1121
1,1,1,0,1,1,1,20250615,20250704,880
1,1,1,0,1,1,1,20250615,20250708,1042
1,1,1,0,1,1,1,20250616,20250622,569
1,1,1,0,1,1,1,20250616,20250626,786
1,1,1,0,1,1,1,20250623,20250706,294
1,1,1,1,0,0,0,20250608,20250617,118
1,1,1,1,0,0,0,20250609,20250612,417
1,1,1,1,0,0,0,20250609,20250626,436
1,1,1,1,0,0,0,20250609,20250626,858
1,1,1,1,0,0,0,20250609,20250708,1023
1,1,1,1,0,0,0,20250610,20250619,884
1,1,1,1,0,0,0,20250610,20250626,1019
1,1,1,1,0,0,0,20250610,20250626,169
1,1,1,1,0,0,0,20250610,20250626,785
1,1,1,1,0,0,0,20250610,20250626,970
1,1,1,1,0,0,0,20250610,20250626,981
1,1,1,1,0,0,0,20250610,20250703,153
1,1,1,1,0,0,0,20250610,20250708,191
1,1,1,1,0,0,0,20250611,20250626,217
1,1,1,1,0,0,0,20250614,20250619,873
1,1,1,1,0,0,0,20250615,20250706,246
1,1,1,1,0,0,0,20250616,20250619,59
1,1,1,1,0,0,0,20250616,20250626,571
1,1,1,1,0,0,0,20250616,20250626,89
1,1,1,1,0,0,0,20250616,20250627,303
1,1,1,1,0,0,0,20250616,20250627,320
1,1,1,1,0,0,0,20250616,20250703,1030
1,1,1,1,0,0,0,20250616,20250708,195
1,1,1,1,0,0,0,20250616,20250708,590
1,1,1,1,0,0,0,20250616,20250708,890
1,1,1,1,0,0,0,20250616,20250708,984
1,1,1,1,0,0,0,20250617,20250626,998
1,1,1,1,0,0,0,20250623,20250626,581
1,1,1,1,0,0,0,20250623,20250626,583
1,1,1,1,0,0,0,20250623,20250626,924
1,1,1,1,0,0,0,20250623,20250630,420
1,1,1,1,0,0,0,20250623,20250701,226
1,1,1,1,0,0,0,20250623,20250708,174
1,1,1,1,0,0,0,20250624,20250626,341
1,1,1,1,0,0,0,20250626,20250708,1093
1,1,1,1,0,0,0,20250630,20250703,208
1,1,1,1,0,0,0,20250630,20250703,258
1,1,1,1,0,0,0,20250630,20250703,721
1,1,1,1,0,0,0,20250630,20250708,190
1,1,1,1,0,0,0,20250701,20250708,302
1,1,1,1,0,0,1,20250608,20250612,1013
1,1,1,1,0,0,1,20250608,20250612,524
1,1,1,1,0,0,1,20250608,20250620,602
1,1,1,1,0,0,1,20250608,20250626,231
1,1,1,1,0,0,1,20250608,20250708,1099
1,1,1,1,0,0,1,20250608,20250708,398
1,1,1,1,0,0,1,20250609,20250626,1104
1,1,1,1,0,0,1,20250610,20250626,1112
1,1,1,1,0,0,1,20250615,20250619,852
1,1,1,1,0,0,1,20250615,20250627,517
1,1,1,1,0,0,1,20250615,20250703,453
1,1,1,1,0,0,1,20250615,20250703,466
1,1,1,1,0,0,1,20250615,20250703,916
1,1,1,1,0,0,1,20250615,20250708,632
1,1,1,1,0,0,1,20250616,20250708,1094
1,1,1,1,0,0,1,20250616,20250708,701
1,1,1,1,0,0,1,20250622,20250626,525
1,1,1,1,0,0,1,20250629,20250706,371
1,1,1,1,0,0,1,20250629,20250708,616
1,1,1,1,0,0,1,20250630,20250706,456
1,1,1,1,0,0,1,20250630,20250708,944
1,1,1,1,0,1,0,20250609,20250614,1037
1,1,1,1,0,1,0,20250610,20250626,635
1,1,1,1,0,1,0,20250616,20250622,1147
1,1,1,1,0,1,0,20250628,20250703,395
1,1,1,1,0,1,0,20250628,20250705,702
1,1,1,1,0,1,0,20250630,20250705,248
1,1,1,1,0,1,1,20250608,20250614,252
1,1,1,1,0,1,1,20250608,20250621,708
1,1,1,1,0,1,1,20250608,20250703,458
1,1,1,1,0,1,1,20250608,20250704,262
1,1,1,1,0,1,1,20250609,20250626,168
1,1,1,1,0,1,1,20250610,20250620,761
1,1,1,1,0,1,1,20250616,20250708,1113
1,1,1,1,0,1,1,20250621,20250626,34
1,1,1,1,0,1,1,20250621,20250708,219
1,1,1,1,0,1,1,20250621,20250708,43
1,1,1,1,0,1,1,20250623,20250629,901
1,1,1,1,0,1,1,20250627,20250708,879
1,1,1,1,0,1,1,20250628,20250703,110
1,1,1,1,0,1,1,20250628,20250706,24
1,1,1,1,0,1,1,20250628,20250708,730
1,1,1,1,1,0,0,20250608,20250620,866
1,1,1,1,1,0,0,20250608,20250704,835
1,1,1,1,1,0,0,20250608,20250708,213
1,1,1,1,1,0,0,20250608,20250708,526
1,1,1,1,1,0,0,20250609,20250613,1040
1,1,1,1,1,0,0,20250609,20250623,270
1,1,1,1,1,0,0,20250609,20250627,1053
1,1,1,1,1,0,0,20250609,20250704,111
1,1,1,1,1,0,0,20250609,20250708,1061
1,1,1,1,1,0,0,20250609,20250708,570
1,1,1,1,1,0,0,20250609,20250708,682
1,1,1,1,1,0,0,20250610,20250616,96
1,1,1,1,1,0,0,20250610,20250620,200
1,1,1,1,1,0,0,20250610,20250620,316
1,1,1,1,1,0,0,20250610,20250620,514
1,1,1,1,1,0,0,20250610,20250620,869
1,1,1,1,1,0,0,20250610,20250623,734
1,1,1,1,1,0,0,20250610,20250626,1003
1,1,1,1,1,0,0,20250610,20250626,661
1,1,1,1,1,0,0,20250610,20250627,116
1,1,1,1,1,0,0,20250610,20250627,278
1,1,1,1,1,0,0,20250610,20250627,418
1,1,1,1,1,0,0,20250610,20250627,662
1,1,1,1,1,0,0,20250610,20250627,707
1,1,1,1,1,0,0,20250610,20250627,819
1,1,1,1,1,0,0,20250610,20250627,950
1,1,1,1,1,0,0,20250610,20250627,972
1,1,1,1,1,0,0,20250610,20250701,94
1,1,1,1,1,0,0,20250610,20250704,147
1,1,1,1,1,0,0,20250610,20250704,235
1,1,1,1,1,0,0,20250610,20250704,37
1,1,1,1,1,0,0,20250610,20250704,889
1,1,1,1,1,0,0,20250610,20250708,1034
1,1,1,1,1,0,0,20250610,20250708,1077
1,1,1,1,1,0,0,20250610,20250708,120
1,1,1,1,1,0,0,20250610,20250708,19
1,1,1,1,1,0,0,20250610,20250708,6
1,1,1,1,1,0,0,20250610,20250708,603
1,1,1,1,1,0,0,20250610,20250708,679
1,1,1,1,1,0,0,20250610,20250708,69
1,1,1,1,1,0,0,20250610,20250708,853
1,1,1,1,1,0,0,20250611,20250626,356
1,1,1,1,1,0,0,20250611,20250708,99
1,1,1,1,1,0,0,20250612,20250627,665
1,1,1,1,1,0,0,20250612,20250630,27
1,1,1,1,1,0,0,20250612,20250708,139
1,1,1,1,1,0,0,20250612,20250708,689
1,1,1,1,1,0,0,20250613,20250704,598
1,1,1,1,1,0,0,20250613,20250708,1068
1,1,1,1,1,0,0,20250615,20250706,1089
1,1,1,1,1,0,0,20250615,20250706,870
1,1,1,1,1,0,0,20250616,20250620,1138
1,1,1,1,1,0,0,20250616,20250620,32
1,1,1,1,1,0,0,20250616,20250620,740
1,1,1,1,1,0,0,20250616,20250623,1097
1,1,1,1,1,0,0,20250616,20250624,53
1,1,1,1,1,0,0,20250616,20250625,305
1,1,1,1,1,0,0,20250616,20250626,196
1,1,1,1,1,0,0,20250616,20250627,127
1,1,1,1,1,0,0,20250616,20250627,536
1,1,1,1,1,0,0,20250616,20250627,68
1,1,1,1,1,0,0,20250616,20250627,951
1,1,1,1,1,0,0,20250616,20250704,1049
1,1,1,1,1,0,0,20250616,20250704,173
1,1,1,1,1,0,0,20250616,20250704,381
1,1,1,1,1,0,0,20250616,20250704,502
1,1,1,1,1,0,0,20250616,20250704,878
1,1,1,1,1,0,0,20250616,20250705,1118
1,1,1,1,1,0,0,20250616,20250706,152
1,1,1,1,1,0,0,20250616,20250708,279
1,1,1,1,1,0,0,20250616,20250708,287
1,1,1,1,1,0,0,20250616,20250708,48
1,1,1,1,1,0,0,20250616,20250708,643
1,1,1,1,1,0,0,20250616,20250708,928
1,1,1,1,1,0,0,20250616,20250708,960
1,1,1,1,1,0,0,20250617,20250627,106
1,1,1,1,1,0,0,20250617,20250627,30
1,1,1,1,1,0,0,20250617,20250627,685
1,1,1,1,1,0,0,20250617,20250627,938
1,1,1,1,1,0,0,20250617,20250708,558
1,1,1,1,1,0,0,20250619,20250625,42
1,1,1,1,1,0,0,20250619,20250708,888
1,1,1,1,1,0,0,20250620,20250627,382
1,1,1,1,1,0,0,20250620,20250708,100
1,1,1,1,1,0,0,20250622,20250704,25
1,1,1,1,1,0,0,20250623,20250627,348
1,1,1,1,1,0,0,20250623,20250627,39
1,1,1,1,1,0,0,20250623,20250627,921
1,1,1,1,1,0,0,20250623,20250627,999
1,1,1,1,1,0,0,20250623,20250704,1091
1,1,1,1,1,0,0,20250623,20250707,710
1,1,1,1,1,0,0,20250623,20250708,357
1,1,1,1,1,0,0,20250624,20250627,674
1,1,1,1,1,0,0,20250626,20250707,255
1,1,1,1,1,0,0,20250627,20250708,1123
1,1,1,1,1,0,0,20250629,20250707,824
1,1,1,1,1,0,0,20250630,20250704,1046
1,1,1,1,1,0,0,20250630,20250707,438
1,1,1,1,1,0,0,20250630,20250708,690
1,1,1,1,1,0,0,20250701,20250704,108
1,1,1,1,1,0,0,20250702,20250708,35
1,1,1,1,1,0,1,20250608,20250613,97
1,1,1,1,1,0,1,20250608,20250619,81
1,1,1,1,1,0,1,20250608,20250620,1110
1,1,1,1,1,0,1,20250608,20250620,542
1,1,1,1,1,0,1,20250608,20250620,704
1,1,1,1,1,0,1,20250608,20250626,414
1,1,1,1,1,0,1,20250608,20250626,543
1,1,1,1,1,0,1,20250608,20250626,560
1,1,1,1,1,0,1,20250608,20250627,239
1,1,1,1,1,0,1,20250608,20250627,655
1,1,1,1,1,0,1,20250608,20250627,706
1,1,1,1,1,0,1,20250608,20250629,1083
1,1,1,1,1,0,1,20250608,20250708,176
1,1,1,1,1,0,1,20250608,20250708,325
1,1,1,1,1,0,1,20250608,20250708,336
1,1,1,1,1,0,1,20250608,20250708,49
1,1,1,1,1,0,1,20250608,20250708,493
1,1,1,1,1,0,1,20250608,20250708,538
1,1,1,1,1,0,1,20250609,20250615,897
1,1,1,1,1,0,1,20250609,20250619,47
1,1,1,1,1,0,1,20250609,20250620,334
1,1,1,1,1,0,1,20250609,20250620,755
1,1,1,1,1,0,1,20250609,20250626,92
1,1,1,1,1,0,1,20250609,20250627,241
1,1,1,1,1,0,1,20250609,20250629,50
1,1,1,1,1,0,1,20250609,20250629,695
1,1,1,1,1,0,1,20250609,20250703,522
1,1,1,1,1,0,1,20250609,20250708,261
1,1,1,1,1,0,1,20250610,20250622,621
1,1,1,1,1,0,1,20250610,20250704,103
1,1,1,1,1,0,1,20250610,20250708,459
1,1,1,1,1,0,1,20250611,20250708,552
1,1,1,1,1,0,1,20250611,20250708,615
1,1,1,1,1,0,1,20250612,20250706,337
1,1,1,1,1,0,1,20250613,20250620,1054
1,1,1,1,1,0,1,20250613,20250708,985
1,1,1,1,1,0,1,20250615,20250620,559
1,1,1,1,1,0,1,20250615,20250620,666
1,1,1,1,1,0,1,20250615,20250620,838
1,1,1,1,1,0,1,20250615,20250622,656
1,1,1,1,1,0,1,20250615,20250625,915
1,1,1,1,1,0,1,20250615,20250627,1084
1,1,1,1,1,0,1,20250615,20250627,584
1,1,1,1,1,0,1,20250615,20250704,1024
1,1,1,1,1,0,1,20250615,20250704,638
1,1,1,1,1,0,1,20250615,20250704,867
1,1,1,1,1,0,1,20250615,20250708,1020
1,1,1,1,1,0,1,20250615,20250708,476
1,1,1,1,1,0,1,20250615,20250708,988
1,1,1,1,1,0,1,20250616,20250624,1039
1,1,1,1,1,0,1,20250616,20250707,659
1,1,1,1,1,0,1,20250616,20250708,321
1,1,1,1,1,0,1,20250616,20250708,644
1,1,1,1,1,0,1,20250616,20250708,839
1,1,1,1,1,0,1,20250617,20250627,555
1,1,1,1,1,0,1,20250617,20250627,756
1,1,1,1,1,0,1,20250620,20250627,85
1,1,1,1,1,0,1,20250620,20250629,165
1,1,1,1,1,0,1,20250620,20250708,875
1,1,1,1,1,0,1,20250621,20250627,1048
1,1,1,1,1,0,1,20250621,20250627,465
1,1,1,1,1,0,1,20250622,20250629,847
1,1,1,1,1,0,1,20250622,20250708,506
1,1,1,1,1,0,1,20250623,20250627,464
1,1,1,1,1,0,1,20250623,20250704,545
1,1,1,1,1,0,1,20250627,20250706,1133
1,1,1,1,1,0,1,20250627,20250708,250
1,1,1,1,1,0,1,20250627,20250708,56
1,1,1,1,1,0,1,20250629,20250704,925
1,1,1,1,1,0,1,20250629,20250706,132
1,1,1,1,1,0,1,20250629,20250706,361
1,1,1,1,1,0,1,20250630,20250707,295
1,1,1,1,1,0,1,20250630,20250708,399
1,1,1,1,1,1,0,20250608,20250625,531
1,1,1,1,1,1,0,20250608,20250627,1072
1,1,1,1,1,1,0,20250608,20250627,304
1,1,1,1,1,1,0,20250608,20250708,1150
1,1,1,1,1,1,0,20250608,20250708,995
1,1,1,1,1,1,0,20250609,20250614,745
1,1,1,1,1,1,0,20250609,20250627,368
1,1,1,1,1,1,0,20250610,20250621,782
1,1,1,1,1,1,0,20250610,20250623,384
1,1,1,1,1,1,0,20250610,20250626,744
1,1,1,1,1,1,0,20250610,20250627,179
1,1,1,1,1,1,0,20250610,20250627,433
1,1,1,1,1,1,0,20250610,20250627,471
1,1,1,1,1,1,0,20250610,20250627,539
1,1,1,1,1,1,0,20250610,20250628,1071
1,1,1,1,1,1,0,20250610,20250628,215
1,1,1,1,1,1,0,20250610,20250704,637
1,1,1,1,1,1,0,20250610,20250704,764
1,1,1,1,1,1,0,20250610,20250708,599
1,1,1,1,1,1,0,20250610,20250708,722
1,1,1,1,1,1,0,20250610,20250708,737
1,1,1,1,1,1,0,20250611,20250626,613
1,1,1,1,1,1,0,20250614,20250626,274
1,1,1,1,1,1,0,20250615,20250708,234
1,1,1,1,1,1,0,20250616,20250621,326
1,1,1,1,1,1,0,20250616,20250621,33
1,1,1,1,1,1,0,20250616,20250622,297
1,1,1,1,1,1,0,20250616,20250622,996
1,1,1,1,1,1,0,20250616,20250626,1025
1,1,1,1,1,1,0,20250616,20250704,64
1,1,1,1,1,1,0,20250616,20250704,718
1,1,1,1,1,1,0,20250616,20250704,857
1,1,1,1,1,1,0,20250616,20250704,936
1,1,1,1,1,1,0,20250616,20250707,1137
1,1,1,1,1,1,0,20250616,20250708,1136
1,1,1,1,1,1,0,20250616,20250708,220
1,1,1,1,1,1,0,20250616,20250708,548
1,1,1,1,1,1,0,20250616,20250708,573
1,1,1,1,1,1,0,20250620,20250703,1001
1,1,1,1,1,1,0,20250620,20250704,474
1,1,1,1,1,1,0,20250621,20250705,1145
1,1,1,1,1,1,0,20250621,20250705,154
1,1,1,1,1,1,0,20250621,20250705,91
1,1,1,1,1,1,0,20250621,20250708,778
1,1,1,1,1,1,0,20250623,20250628,300
1,1,1,1,1,1,0,20250623,20250704,681
1,1,1,1,1,1,0,20250623,20250704,683
1,1,1,1,1,1,0,20250627,20250708,973
1,1,1,1,1,1,0,20250628,20250704,757
1,1,1,1,1,1,0,20250628,20250705,606
1,1,1,1,1,1,0,20250628,20250707,54
1,1,1,1,1,1,0,20250628,20250708,113
1,1,1,1,1,1,0,20250630,20250705,982
1,1,1,1,1,1,0,20250630,20250707,1041
1,1,1,1,1,1,0,20250630,20250708,693
1,1,1,1,1,1,0,20250705,20250708,123
1,1,1,1,1,1,1,20250608,20250614,664
1,1,1,1,1,1,1,20250608,20250614,789
1,1,1,1,1,1,1,20250608,20250615,442
1,1,1,1,1,1,1,20250608,20250620,610
1,1,1,1,1,1,1,20250608,20250621,450
1,1,1,1,1,1,1,20250608,20250623,909
1,1,1,1,1,1,1,20250608,20250625,582
1,1,1,1,1,1,1,20250608,20250626,192
1,1,1,1,1,1,1,20250608,20250626,349
1,1,1,1,1,1,1,20250608,20250626,678
1,1,1,1,1,1,1,20250608,20250627,114
1,1,1,1,1,1,1,20250608,20250627,715
1,1,1,1,1,1,1,20250608,20250627,747
1,1,1,1,1,1,1,20250608,20250628,188
1,1,1,1,1,1,1,20250608,20250628,396
1,1,1,1,1,1,1,20250608,20250628,469
1,1,1,1,1,1,1,20250608,20250628,5
1,1,1,1,1,1,1,20250608,20250704,489
1,1,1,1,1,1,1,20250608,20250704,518
1,1,1,1,1,1,1,20250608,20250704,783
1,1,1,1,1,1,1,20250608,20250705,342
1,1,1,1,1,1,1,20250608,20250706,296
1,1,1,1,1,1,1,20250608,20250707,805
1,1,1,1,1,1,1,20250608,20250708,1004
1,1,1,1,1,1,1,20250608,20250708,1079
1,1,1,1,1,1,1,20250608,20250708,148
1,1,1,1,1,1,1,20250608,20250708,170
1,1,1,1,1,1,1,20250608,20250708,227
1,1,1,1,1,1,1,20250608,20250708,284
1,1,1,1,1,1,1,20250608,20250708,29
1,1,1,1,1,1,1,20250608,20250708,306
1,1,1,1,1,1,1,20250608,20250708,311
1,1,1,1,1,1,1,20250608,20250708,365
1,1,1,1,1,1,1,20250608,20250708,401
1,1,1,1,1,1,1,20250608,20250708,404
1,1,1,1,1,1,1,20250608,20250708,437
1,1,1,1,1,1,1,20250608,20250708,60
1,1,1,1,1,1,1,20250608,20250708,617
1,1,1,1,1,1,1,20250608,20250708,735
1,1,1,1,1,1,1,20250608,20250708,753
1,1,1,1,1,1,1,20250608,20250708,790
1,1,1,1,1,1,1,20250608,20250708,894
1,1,1,1,1,1,1,20250608,20250708,947
1,1,1,1,1,1,1,20250609,20250619,618
1,1,1,1,1,1,1,20250609,20250627,214
1,1,1,1,1,1,1,20250609,20250627,78
1,1,1,1,1,1,1,20250609,20250628,1014
1,1,1,1,1,1,1,20250609,20250629,860
1,1,1,1,1,1,1,20250609,20250708,1134
1,1,1,1,1,1,1,20250609,20250708,16
1,1,1,1,1,1,1,20250609,20250708,372
1,1,1,1,1,1,1,20250609,20250708,561
1,1,1,1,1,1,1,20250609,20250708,903
1,1,1,1,1,1,1,20250610,20250622,568
1,1,1,1,1,1,1,20250610,20250623,447
1,1,1,1,1,1,1,20250610,20250627,697
1,1,1,1,1,1,1,20250610,20250629,410
1,1,1,1,1,1,1,20250610,20250704,595
1,1,1,1,1,1,1,20250610,20250708,1009
1,1,1,1,1,1,1,20250610,20250708,515
1,1,1,1,1,1,1,20250610,20250708,687
1,1,1,1,1,1,1,20250610,20250708,73
1,1,1,1,1,1,1,20250610,20250708,891
1,1,1,1,1,1,1,20250611,20250620,101
1,1,1,1,1,1,1,20250611,20250627,282
1,1,1,1,1,1,1,20250611,20250708,1124
1,1,1,1,1,1,1,20250611,20250708,686
1,1,1,1,1,1,1,20250612,20250708,859
1,1,1,1,1,1,1,20250613,20250627,871
1,1,1,1,1,1,1,20250613,20250708,26
1,1,1,1,1,1,1,20250613,20250708,698
1,1,1,1,1,1,1,20250614,20250625,727
1,1,1,1,1,1,1,20250614,20250626,367
1,1,1,1,1,1,1,20250614,20250704,1055
1,1,1,1,1,1,1,20250614,20250704,385
1,1,1,1,1,1,1,20250614,20250704,483
1,1,1,1,1,1,1,20250614,20250708,850
1,1,1,1,1,1,1,20250615,20250622,942
1,1,1,1,1,1,1,20250615,20250625,490
1,1,1,1,1,1,1,20250615,20250628,491
1,1,1,1,1,1,1,20250615,20250628,592
1,1,1,1,1,1,1,20250615,20250702,162
1,1,1,1,1,1,1,20250615,20250704,1058
1,1,1,1,1,1,1,20250615,20250704,1080
1,1,1,1,1,1,1,20250615,20250704,163
1,1,1,1,1,1,1,20250615,20250704,535
1,1,1,1,1,1,1,20250615,20250704,848
1,1,1,1,1,1,1,20250615,20250704,910
1,1,1,1,1,1,1,20250615,20250708,1122
1,1,1,1,1,1,1,20250615,20250708,135
1,1,1,1,1,1,1,20250615,20250708,17
1,1,1,1,1,1,1,20250615,20250708,229
1,1,1,1,1,1,1,20250615,20250708,314
1,1,1,1,1,1,1,20250615,20250708,390
1,1,1,1,1,1,1,20250615,20250708,415
1,1,1,1,1,1,1,20250615,20250708,504
1,1,1,1,1,1,1,20250615,20250708,629
1,1,1,1,1,1,1,20250615,20250708,631
1,1,1,1,1,1,1,20250615,20250708,774
1,1,1,1,1,1,1,20250615,20250708,963
1,1,1,1,1,1,1,20250616,20250623,359
1,1,1,1,1,1,1,20250616,20250708,1005
1,1,1,1,1,1,1,20250617,20250708,429
1,1,1,1,1,1,1,20250617,20250708,911
1,1,1,1,1,1,1,20250619,20250626,670
1,1,1,1,1,1,1,20250619,20250704,1086
1,1,1,1,1,1,1,20250620,20250628,1100
1,1,1,1,1,1,1,20250620,20250628,564
1,1,1,1,1,1,1,20250620,20250708,719
1,1,1,1,1,1,1,20250621,20250629,993
1,1,1,1,1,1,1,20250621,20250704,579
1,1,1,1,1,1,1,20250621,20250705,649
1,1,1,1,1,1,1,20250621,20250707,379
1,1,1,1,1,1,1,20250621,20250708,272
1,1,1,1,1,1,1,20250621,20250708,498
1,1,1,1,1,1,1,20250621,20250708,965
1,1,1,1,1,1,1,20250622,20250628,87
1,1,1,1,1,1,1,20250622,20250705,700
1,1,1,1,1,1,1,20250622,20250705,801
1,1,1,1,1,1,1,20250622,20250708,263
1,1,1,1,1,1,1,20250622,20250708,975
1,1,1,1,1,1,1,20250623,20250629,811
1,1,1,1,1,1,1,20250623,20250708,575
1,1,1,1,1,1,1,20250624,20250705,563
1,1,1,1,1,1,1,20250624,20250707,299
1,1,1,1,1,1,1,20250626,20250703,861
1,1,1,1,1,1,1,20250626,20250708,298
1,1,1,1,1,1,1,20250627,20250706,1002
1,1,1,1,1,1,1,20250627,20250708,322
1,1,1,1,1,1,1,20250628,20250704,480
1,1,1,1,1,1,1,20250628,20250706,421
1,1,1,1,1,1,1,20250628,20250707,76
1,1,1,1,1,1,1,20250628,20250708,675
1,1,1,1,1,1,1,20250629,20250706,126
1,1,1,1,1,1,1,20250629,20250706,136
1,1,1,1,1,1,1,20250629,20250707,57
1,1,1,1,1,1,1,20250629,20250708,338
1,1,1,1,1,1,1,20250629,20250708,813
1,1,1,1,1,1,1,20250630,20250706,80
1,1,1,1,1,1,1,20250630,20250708,289
1,1,1,1,1,1,1,20250702,20250708,794
